PROVNUM,STATE,RESTOT,BEDCERT,OVERALL_RATING,TOTHRD,PTHRD,WEIGHTED_ALL_CYCLES_SCORE
45346,AR,53.4,70,3,3.74124,0.10457,37.6
45348,AR,27.9,69,2,3.4463,0.05624,128.8
45350,AR,,100,1,,,213.2
45351,AR,85.6,104,5,3.64153,0.02192,33.6
45352,AR,77.3,100,5,3.54799,0.04133,22.4
45353,AR,,78,1,,,69.6
45354,AR,90.4,102,2,4.52093,0.12371,117.4
45356,AR,104.7,125,1,3.66189,0.06824,154.2
45357,AR,,132,1,,,91.6
45358,AR,,115,2,,,239.4
45359,AR,77.9,120,1,,,139
45361,AR,63.9,114,4,3.91024,0.05323,48
45363,AR,122.2,140,2,4.21068,0,200
45364,AR,86.6,157,5,4.08984,0.01792,13.6
45365,AR,41.6,60,4,3.72435,0.02353,20.8
45366,AR,57.5,86,5,4.2277,0.0347,23.2
45367,AR,60.2,70,4,3.68557,0.02781,56.8
45369,AR,94.8,110,3,3.28797,0.06683,59.2
45370,AR,74.8,80,3,2.63449,0.09627,31.2
45371,AR,71.6,85,5,3.35156,0.02921,24.8
45372,AR,84.7,120,5,4.50143,0.06552,55.2
45373,AR,84.8,98,2,4.3173,0.07867,119.2
45374,AR,84.6,110,3,4.19038,0.05092,67.2
45376,AR,124,98,1,3.38183,0.06703,100
45377,AR,,75,2,,,37.6
45378,AR,79.2,120,2,4.06226,0.09193,80
45379,AR,111.7,177,2,4.11345,0,279.8
45380,AR,80.2,110,5,4.1082,0.09246,26.4
45381,AR,72,87,5,4.33269,0.10246,9.6
45382,AR,52.2,100,3,4.08407,0.03767,62.4
45383,AR,65.9,105,4,4.3187,0.04852,32.8
45384,AR,70,80,4,4.44788,0.11968,32
45385,AR,111.1,140,2,3.66764,0.05384,117.6
45386,AR,99.8,135,3,3.88036,0.11291,43.2
45387,AR,122.9,120,4,4.03574,0.1023,49.6
45390,AR,84.5,97,3,3.83151,0.04028,82
45391,AR,102,110,2,4.18369,0.05673,123.8
45392,AR,81.7,109,5,3.62815,0.07342,11.2
45393,AR,83.7,95,3,3.41962,0.0214,39.2
45394,AR,52.9,70,5,3.9169,0.03442,8
45396,AR,,126,1,,,78.4
45398,AR,84.4,92,4,3.73811,0.02353,41.2
45401,AR,,70,1,,,93.2
45402,AR,71.3,90,5,4.35979,0.13014,9.6
45403,AR,56.6,80,2,3.4651,0,44.8
45404,AR,62.1,80,2,4.63776,0.06952,565.2
45406,AR,62.4,81,2,4.04654,0.10757,130.2
45407,AR,119.5,140,4,3.91541,0.04992,30.4
45408,AR,99.6,120,4,4.20324,0.0793,36
45409,AR,59.6,70,3,3.81014,0.13386,43.2
45410,AR,80.2,122,5,4.64963,0.05054,16.8
45411,AR,,70,3,,,20
45412,AR,85.2,98,3,3.85622,0.09608,80
45413,AR,115.3,145,1,4.63467,0.01409,327.6
45414,AR,88.4,118,4,4.90535,0.05339,33.6
45415,AR,43.2,66,4,,,24
45416,AR,85,106,3,4.33802,0.05785,44.8
45417,AR,83.3,108,4,4.26252,0.06856,36.8
45418,AR,93.2,154,5,4.60528,0.08681,17.6
45419,AR,119.7,122,3,4.2994,0.13158,57.6
45421,AR,79.3,100,5,4.10691,0.12623,44.8
45422,AR,60.2,70,5,4.07782,0.10133,28
45424,AR,125.9,143,2,3.78017,0,36.8
45427,AR,72,80,4,4.70536,0.07379,36.8
45428,AR,83.3,102,2,3.70468,0.09723,100.8
45430,AR,55.7,116,5,3.84654,0.05907,14.4
45431,AR,78.1,90,1,4.03575,0.08582,102.4
45432,AR,101.6,139,1,3.9381,0.11377,196
45433,AR,50.3,84,4,3.91492,0.02234,35.2
45434,AR,105.7,119,3,3.687,0.04437,68
45435,AR,119.9,140,3,4.23994,0.03966,35.2
45436,AR,61.3,78,3,3.97308,0.0313,63.2
45437,AR,63,76,2,2.70941,0,101.6
45438,AR,84.3,80,4,4.36701,0.18387,79.2
45439,AR,59.7,70,5,3.7839,0.04481,14.4
45440,AR,51.2,115,5,4.02718,0.07682,32.8
45441,AR,95.1,103,4,4.17055,0.19084,61.8
45442,AR,54.6,70,3,3.82689,0.12235,48
45443,AR,,140,2,,,109.2
45445,AR,67.1,84,3,4.3794,0.13269,53.6
45446,AR,72.4,140,1,5.13785,0.05174,166
45447,AR,92.4,97,4,2.71848,0.03053,16
45448,AR,33.1,74,3,4.02126,0,40.8
45449,AR,65.7,80,4,4.57893,0.03223,49.6
45450,AR,93.1,154,1,5.31448,0.18675,184.8
45451,AR,,96,1,,,498.2
45452,AR,123.9,179,2,4.51092,0.01646,166.4
45453,AR,68,80,4,4.48206,0.11482,20
45454,AR,79.2,105,5,3.83664,0.03631,22.4
45455,AR,106.1,120,1,4.32805,0.06521,139.2
45456,AR,,110,2,,,119.2
45457,AR,93.3,116,3,4.19267,0.05441,60.8
45458,AR,88.6,143,1,3.92084,0.02947,376.8
45459,AR,,83,2,,,56.8
45460,AR,118.3,120,4,4.58787,0.11118,26.4
45461,AR,,12,,,,.
45462,AR,,96,,,,.
45463,AR,,110,,,,.
45464,AR,,101,,,,.
04A158,AR,103,121,4,4.57055,0,52.4
04A293,AR,242.3,290,2,,,103.8
04A328,AR,,114,,,,.
4.00E+90,AR,55.3,70,5,4.48079,0.07597,4.8
55001,CA,74,78,5,3.76531,0.31287,15.2
55002,CA,82,99,5,4.01605,0.09404,62.4
55003,CA,77.4,99,1,2.99678,0.09632,312.6
55008,CA,190.9,192,5,5.52191,0.07542,8
55011,CA,,99,5,,,14.4
55013,CA,162.6,166,4,4.77147,0.06173,87.2
55014,CA,89.6,99,4,4.46976,0.287,82.4
55016,CA,60.7,84,5,6.24722,0.06865,68
55017,CA,111.6,200,2,3.33914,0.02815,147.2
55022,CA,53.5,61,5,4.6938,0,40.8
55028,CA,43.5,59,5,3.5164,0.04454,11.2
55032,CA,68.1,87,2,3.57817,0.15003,165.6
55034,CA,66.5,195,5,5.35266,0,34.4
55036,CA,53.1,59,4,3.48535,0.01366,72
55039,CA,89.6,98,5,3.55595,0,42.4
55041,CA,78,98,4,3.5489,0.15981,54.4
55042,CA,90.3,99,3,3.33561,0.13912,88.8
55045,CA,134.4,154,2,3.26902,0.14899,84
55047,CA,,65,4,,,52
55049,CA,45.1,51,5,3.63355,0,9.6
55052,CA,,120,2,,,112
55056,CA,70.5,75,3,3.56925,0.19615,86.4
55060,CA,82.9,93,2,3.43867,0.09598,180
55064,CA,87.2,96,5,3.36347,0.10289,44.8
55067,CA,67.9,74,5,3.7483,0.15039,24.8
55070,CA,74.2,80,3,3.56052,0.0324,54.4
55072,CA,110.4,99,2,3.94019,0.11409,175.2
55074,CA,99.3,122,4,7.39589,0.08971,47.2
55076,CA,107.3,126,1,4.23446,0.20366,157.6
55077,CA,110.7,104,1,3.49417,0.09018,172
55078,CA,58.9,60,2,,,119.6
55079,CA,124.8,162,5,4.75428,0.11348,29.6
55084,CA,,99,1,,,76.8
55085,CA,42.9,49,5,3.45086,0,22.4
55092,CA,60.1,59,2,3.44784,0.12988,63.2
55093,CA,47.5,72,2,4.43197,0.20067,122.4
55099,CA,69.9,80,5,3.91088,0.1912,18.4
55104,CA,69.5,81,3,5.41047,0.10657,74.4
55105,CA,,99,3,,,106.4
55107,CA,34.2,39,5,4.2269,0,19.2
55109,CA,79.6,92,2,3.62928,0.21076,124.8
55111,CA,83.8,99,1,4.63123,0.13011,148
55114,CA,102.6,100,5,3.4124,0.13147,16.8
55115,CA,58,106,4,4.57984,0,76
55116,CA,48.3,59,5,3.93929,0.41628,30.4
55119,CA,43.5,49,5,3.58684,0.17738,34.4
55121,CA,101.6,167,2,4.14945,0.1284,227.6
55123,CA,78.2,90,4,3.66362,0.04669,68
55126,CA,98.8,102,3,3.39321,0.14194,92
55129,CA,58.6,59,5,,,20
55135,CA,55.9,59,4,3.73174,0.22924,51.2
55136,CA,29.4,54,4,5.10918,0.13047,57.6
55139,CA,79.2,99,2,3.60394,0.10486,116
55141,CA,132.6,148,3,4.41216,0.06907,91.2
55142,CA,91.6,99,3,3.51775,0.10993,102.4
55146,CA,76.4,92,2,4.75813,0.11604,179.6
55147,CA,168.9,176,5,3.49062,0.10408,26.4
55150,CA,173.7,190,3,3.67106,0.08289,55.2
55153,CA,88.7,99,2,3.84777,0.16384,167.2
55155,CA,55.5,72,1,3.54304,0.15127,122
55156,CA,33.3,43,5,3.99079,0.11743,12
55157,CA,109,124,5,3.84207,0.07095,57.6
55160,CA,48.7,59,3,3.60473,0.16158,95.2
55161,CA,71.3,55,4,4.08764,0.09737,85.6
55162,CA,83.4,89,5,3.7888,0.16407,36
55163,CA,98.2,90,3,2.77607,0.09936,72
55167,CA,93.5,99,1,3.56667,0.11969,427.4
55168,CA,101.4,59,4,2.54422,0.15259,62.4
55169,CA,,378,2,,,81.6
55170,CA,89.4,99,4,3.57187,0.07464,72
55173,CA,84.8,99,5,4.08462,0.08463,18.4
55175,CA,44,68,4,3.93838,0.26368,101.6
55181,CA,119.8,151,5,3.82612,0.06063,60.8
55182,CA,146.8,158,2,3.59487,0.1585,141.6
55183,CA,94.3,110,4,3.48787,0.02773,57.6
55185,CA,95.5,104,5,4.13763,0.52795,18.4
55187,CA,94.1,97,3,3.78435,0.19772,81.6
55188,CA,88.6,99,4,4.22954,0.08083,109.6
55189,CA,83.1,90,5,3.62791,0.09104,72
55191,CA,56.7,64,4,3.56002,0.13322,60
55192,CA,37.9,52,5,3.95498,0.03611,24.8
55196,CA,51.3,57,5,4.04972,0.1452,44.8
55199,CA,164.3,180,2,4.33956,0.13359,141.6
55201,CA,100.1,119,2,3.46472,0.04212,98.4
55202,CA,83.3,99,4,3.662,0.03831,76
55203,CA,89,99,4,4.4334,0,73.6
55204,CA,93.5,104,4,3.71882,0.18584,50.4
55206,CA,134.3,145,1,3.46553,0.09222,125.6
55208,CA,61.7,99,1,3.2111,0.09639,142.4
55210,CA,27.1,30,5,5.23423,0.42328,33.6
55211,CA,154.6,185,3,4.11503,0.01748,83.2
55212,CA,76.7,83,5,3.48552,0.06944,16.8
55213,CA,158.5,177,3,3.60637,0.08951,88.8
55215,CA,91,98,4,3.50348,0.13538,56.8
55222,CA,53.6,65,2,3.55846,0,146
55223,CA,85.6,99,3,3.79813,0.09284,113.6
55237,CA,67.6,79,5,3.87364,0.17664,46.4
55239,CA,81.1,91,5,3.56759,0.22198,43.2
55240,CA,67.8,87,4,3.57215,0.05686,63.2
55241,CA,79.5,81,4,3.47469,0.07473,32
55242,CA,54.3,59,5,4.24304,0.6677,4
55247,CA,71,81,3,5.35195,0.09856,75.2
55249,CA,76.8,79,5,3.38623,0.06911,12
55252,CA,101.5,112,3,3.13559,0.16479,72.8
55253,CA,144.6,156,2,3.7249,0.06173,127.2
55255,CA,85.7,99,3,3.64658,0.11801,115.2
55256,CA,,110,3,,,60
55258,CA,,106,1,,,88.8
55259,CA,72.9,82,3,3.47316,0.1281,99.2
55261,CA,68.2,62,3,,,95.2
55262,CA,57.7,71,5,4.31355,0.26769,26.4
55268,CA,78,83,3,3.31954,0.06641,77.6
55271,CA,59.3,68,5,3.57952,0.05644,4.8
55276,CA,75.2,85,4,3.68302,0.17801,59.2
55280,CA,74.7,92,3,3.69703,0.08686,108.4
55282,CA,53.2,59,3,3.56979,0.14987,88
55283,CA,15.8,13,5,7.42582,0.06845,6.4
55286,CA,78.8,98,5,3.50262,0.14611,29.6
55287,CA,80,99,2,3.71496,0.25611,165.6
55288,CA,93.6,99,5,3.49019,0.14091,38.4
55289,CA,84.3,87,4,3.56144,0,43.2
55292,CA,,84,3,,,28
55293,CA,337.5,391,2,4.19783,0.08289,220.8
55296,CA,44,51,4,4.04218,0.13256,59.2
55297,CA,100.4,99,2,2.20814,0.07882,77.6
55298,CA,73.3,93,5,3.72609,0.16159,55.2
55299,CA,,83,2,,,186.4
55303,CA,12.8,24,5,7.66144,0.10117,20
55304,CA,88.5,99,2,3.45206,0.06895,80
55305,CA,51.9,62,4,4.14237,0.10254,83.2
55307,CA,69.9,99,2,4.18081,0,375.2
55308,CA,127.8,136,4,3.754,0.09248,101.6
55310,CA,141.8,168,2,3.16139,0.08685,84.8
55311,CA,43.2,51,5,3.88479,0,51.2
55315,CA,94.3,102,5,3.71071,0.17817,68.8
55316,CA,93.3,138,4,2.58901,0.13166,72.8
55318,CA,244.8,253,2,3.42086,0.06228,134.4
55322,CA,119.9,133,1,3.41901,0.13772,125.6
55328,CA,78.6,87,4,3.60845,0.17798,68
55329,CA,,52,3,,,70.4
55330,CA,92.9,99,4,4.04227,0.07167,60
55331,CA,41.7,54,2,3.61432,0.16804,255.6
55335,CA,85.2,93,5,3.90532,0.2739,21.6
55338,CA,83.4,99,4,3.38498,0.09154,32
55341,CA,,75,2,,,59.2
55342,CA,75,123,4,4.4618,0.11771,108
55344,CA,92.5,99,2,3.39897,0.1136,172.4
55350,CA,82.2,91,1,3.76779,0.1601,122.4
55353,CA,66.3,75,3,3.91698,0.28491,76
55354,CA,158.9,174,2,3.89155,0.10489,76
55356,CA,49.5,51,5,3.67745,0.14706,23.2
55360,CA,49.2,49,5,3.85598,0.15101,41.6
55361,CA,47.7,49,4,4.12451,0,53.6
55364,CA,126.4,154,2,3.60131,0.07883,321.4
55367,CA,83.1,95,3,3.643,0.12526,96
55372,CA,80.8,96,4,3.68869,0.13186,92.8
55374,CA,188.4,206,4,4.75191,0.1307,56
55376,CA,87,99,5,4.03336,0.18406,62.4
55387,CA,73.4,81,3,3.87733,0.19105,110.4
55388,CA,53.8,58,5,3.85183,0.13981,32.8
55394,CA,91.8,99,3,3.68381,0.15846,75.2
55401,CA,,64,3,,,55.2
55402,CA,159.2,178,5,3.77584,0.06188,56.8
55407,CA,162.1,170,1,3.13214,0.15063,140
55408,CA,50.4,59,3,3.60904,0.06784,96
55409,CA,153.8,162,2,3.7542,0.10613,137.6
55410,CA,117,133,5,3.96465,0.03246,27.2
55412,CA,,87,3,,,97.6
55417,CA,35,42,3,3.68646,0.19851,82.4
55423,CA,53.4,59,2,3.85826,0.04744,82.4
55430,CA,139.1,160,2,3.70278,0.13546,120
55434,CA,70,75,5,3.77838,0.19754,41.6
55435,CA,,85,5,,,7.2
55438,CA,104.1,140,5,4.4914,0.08697,49.6
55441,CA,90.8,98,4,3.5016,0.15112,57.6
55443,CA,122.1,128,3,,,105.6
55446,CA,73.3,84,4,3.40617,0.10909,60.8
55448,CA,87.9,97,2,,,215.2
55449,CA,93.2,99,3,4.11092,0.09451,112.8
55454,CA,45.2,49,5,3.65761,0.09085,25.6
55457,CA,84.5,86,3,4.28062,0.06845,82.4
55459,CA,82.4,99,4,3.58227,0.07283,69.6
55461,CA,54.9,66,3,4.07939,0.14189,82.4
55462,CA,101.9,119,4,2.82478,0.13084,38.4
55464,CA,40.9,50,4,3.57208,0,67.2
55466,CA,,43,4,,,37.6
55473,CA,99.9,116,2,4.46126,0.06351,172
55474,CA,,120,2,,,76.8
55475,CA,94.2,99,3,2.28534,0,24
55476,CA,,50,2,,,873
55480,CA,58.2,82,4,4.95058,0.12537,105.6
55481,CA,139.2,150,5,4.72594,0.04796,31.2
55488,CA,82.9,94,4,3.12862,0.26764,53.6
55489,CA,34.7,55,2,4.36483,0.15568,140
55491,CA,60.8,67,5,3.66707,0.12304,30.4
55493,CA,95.1,100,5,4.17139,0.27998,29.6
55494,CA,97.6,136,1,3.87765,0.18169,492.8
55497,CA,86.5,99,4,3.55602,0.14201,63.2
55499,CA,60.5,90,5,3.71679,0.1337,44
55500,CA,50.5,59,5,3.7544,0.07486,65.6
55504,CA,73.2,87,2,3.40764,0.10619,87.2
55505,CA,49.8,53,5,3.9004,0.26243,28.8
55508,CA,125,128,3,4.45038,0.15415,84
55510,CA,,89,3,,,65.6
55512,CA,44.8,59,3,3.52405,0.16988,75.2
55516,CA,64.8,76,4,3.42911,0.17161,56.8
55517,CA,55.3,65,4,4.47439,0.19032,83.2
55518,CA,46.4,59,5,5.15362,0.28263,46.4
55519,CA,90.3,99,2,3.59673,0.07758,136
55523,CA,105.4,136,3,3.45026,0.12289,80
55525,CA,50.6,55,5,3.60623,0.14974,44
55526,CA,87.4,99,2,3.41725,0.07698,81.6
55527,CA,90,99,3,4.00219,0.06029,100.8
55531,CA,72.9,110,4,4.05492,0.09161,104.8
55534,CA,55.4,60,5,4.10147,0.19918,12.8
55538,CA,53.6,59,2,3.20971,0,80
55539,CA,62.4,66,5,,,37.6
55540,CA,50.3,59,4,3.7648,0.15475,77.6
55541,CA,51.9,58,2,3.83719,0.13477,155.2
55542,CA,38.6,40,5,6.31057,0.06147,26.4
55544,CA,54.7,59,5,3.92414,0.07475,55.2
55548,CA,91.3,99,4,3.71924,0.18638,68.8
55551,CA,86.4,99,1,3.57553,0.16566,134.4
55557,CA,54.3,59,1,3.09112,0,214.2
55559,CA,74.9,80,3,3.78469,0.10814,113.6
55562,CA,67.5,73,5,3.64664,0.08759,16.8
55563,CA,51,55,5,3.89992,0.04968,31.2
55565,CA,157.1,166,2,3.61077,0.03597,143.2
55566,CA,76.9,96,4,3.92925,0.0833,72.8
55568,CA,122.5,139,5,3.81327,0.05572,62.4
55570,CA,53.3,59,3,3.98341,0.2629,85.6
55571,CA,130.5,143,3,5.19288,0.06828,74.4
55573,CA,82,86,3,3.61635,0.08678,108
55575,CA,91.8,99,4,,,51.2
55581,CA,131.4,143,2,3.56597,0.08566,230.4
55585,CA,79.4,93,4,3.73314,0.12814,58.4
55597,CA,,98,3,,,64.8
55598,CA,40,44,5,3.50264,0.02601,40.8
55601,CA,,99,1,,,133.6
55604,CA,156.1,176,1,3.53101,0.10247,258.2
55608,CA,64.4,69,2,3.70006,0.23155,138.4
55612,CA,34.3,50,2,4.17411,0.21125,318
55617,CA,67.6,71,2,2.27228,0.11723,120.8
55619,CA,183,216,2,3.29664,0.14724,311.4
55622,CA,82.3,86,3,3.30428,0.12468,100
55626,CA,141.9,155,4,3.23948,0.09772,56
55632,CA,77.2,90,5,4.59649,0.3376,14.4
55635,CA,121,145,5,3.94305,0.10697,24.8
55640,CA,71,86,5,4.36156,0.12589,52
55645,CA,131,133,5,3.75336,0.13312,68.8
55646,CA,54.8,66,4,3.9391,0.2483,112.8
55649,CA,72.9,97,4,3.62085,0.09378,67.2
55650,CA,74.8,80,5,3.87235,0.11823,21.6
55653,CA,237.6,255,4,3.60134,0.07928,92
55656,CA,56.4,99,2,5.14249,0.2074,136.8
55658,CA,44.6,50,2,3.70646,0.03371,90.4
55662,CA,82.3,92,5,4.17881,0.07307,26.4
55664,CA,96.5,107,2,3.25487,0.17854,124.8
55670,CA,74.3,78,4,3.63394,0.1234,53.6
55671,CA,36.6,41,4,3.59523,0.1187,66.4
55674,CA,97.6,99,4,5.23811,0.10206,56.8
55677,CA,49,49,3,3.33257,0.09139,45.6
55684,CA,54.5,68,5,4.13392,0.17392,42.4
55685,CA,66.3,70,3,3.40335,0.10201,108
55689,CA,93.9,99,3,3.52986,0.204,103.2
55693,CA,53.3,59,2,3.28828,0.06332,135.8
55697,CA,86.2,99,3,3.11735,0.0814,80
55698,CA,92.3,99,5,3.49214,0.11093,47.2
55704,CA,,49,2,,,86.4
55706,CA,148.5,162,2,4.04223,0.15728,279.8
55707,CA,55.1,59,4,3.39799,0.1153,41.6
55708,CA,109.6,119,4,4.88089,0.07087,62.4
55710,CA,72.7,81,3,3.45097,0.12718,84
55711,CA,53,59,5,4.31147,0.7984,30.4
55715,CA,58.6,60,4,3.62711,0.0467,40
55718,CA,46.5,59,5,4.13259,0.17163,20
55719,CA,65,71,4,4.21335,0.08889,57.6
55728,CA,94.2,99,3,3.42339,0.13352,76.8
55733,CA,60.5,80,5,4.57136,0.1334,51.2
55734,CA,47.9,57,2,3.71006,0.1603,143.8
55735,CA,127.4,128,5,4.1646,0.07022,45.6
55737,CA,116.6,142,2,3.63212,0.15465,120
55739,CA,91,99,5,4.50401,0.08272,34.4
55742,CA,77.5,99,5,3.58679,0.13716,44.8
55744,CA,88.9,104,2,3.67698,0.15361,268.2
55748,CA,36.7,44,2,3.58121,0,164.8
55750,CA,234.3,258,3,,,94.4
55753,CA,189.7,198,2,3.90988,0.07473,116
55755,CA,76.2,86,3,3.80088,0.09747,112
55756,CA,51.9,72,5,3.79081,0.1302,68
55758,CA,54.3,59,4,3.89668,0.15085,89.6
55760,CA,88,97,4,3.47112,0.17613,72.8
55761,CA,85.3,99,5,3.66999,0.15951,31.2
55764,CA,95.9,105,3,4.40248,0.06722,105.6
55775,CA,44.5,47,4,3.58616,0.11466,38.4
55776,CA,169.5,205,3,3.606,0.16213,50.4
55795,CA,93.5,99,3,3.4734,0.11145,85.6
55797,CA,126.4,134,5,3.53182,0.07365,44
55798,CA,140.7,148,4,3.90952,0.26099,67.2
55799,CA,50,56,5,3.5957,0.12135,38.4
55800,CA,68.5,73,5,3.87553,0.23612,44.8
55806,CA,140.4,151,4,3.93213,0.19102,54.4
55807,CA,39.2,59,2,3.00695,0,96
55809,CA,28.7,30,4,3.4451,0.27314,100.8
55816,CA,89.5,99,4,4.92414,0.07524,60.8
55817,CA,62,69,3,3.63812,0.11714,78.4
55818,CA,39.5,43,3,3.74277,0.20785,84
55826,CA,51.2,59,4,,,57.6
55830,CA,50.5,81,3,3.81285,0.14452,105.6
55833,CA,92.8,116,5,3.53079,0,28
55839,CA,65,71,5,3.44695,0.0805,1.6
55845,CA,,125,2,,,127.2
55846,CA,50.6,79,5,4.55617,0.29456,19.2
55848,CA,85.3,90,5,3.5313,0.11313,48
55849,CA,84.8,99,5,3.5737,0.03824,21.6
55850,CA,94.1,101,2,3.44732,0.05782,226
55853,CA,50.7,68,3,3.85593,0.12903,115.2
55854,CA,88.5,99,2,3.52194,0.05609,216.8
55855,CA,122.5,177,2,,,79.2
55856,CA,47.8,50,4,3.85231,0.15704,110.4
55858,CA,90.8,99,5,3.3368,0.13007,47.2
55861,CA,66.4,74,3,3.86955,0,96
55862,CA,87.5,99,2,2.76916,0.06807,192
55866,CA,61.7,76,4,4.25276,0.27648,40
55869,CA,,70,1,,,204.8
55870,CA,91.2,99,4,4.30363,0.06041,62.4
55871,CA,74.2,80,5,3.70193,0.08193,45.6
55872,CA,93.7,99,4,3.83418,0.18497,59.2
55873,CA,113.8,119,2,2.70059,0.15945,67.2
55874,CA,90.9,99,5,3.5236,0.09667,0
55876,CA,77.1,82,4,2.77468,0.09137,63.2
55884,CA,117.7,130,4,3.5261,0.09326,84.8
55885,CA,116.3,126,5,3.73627,0.11168,47.2
55886,CA,167.3,210,4,3.94069,0.32031,67.2
55887,CA,90.2,99,2,5.27377,0.12599,141.2
55888,CA,124.5,144,4,4.16078,0.31755,44.8
55890,CA,91,99,4,3.57806,0.11256,105.6
55892,CA,35.7,36,5,3.50539,0.06476,10.4
55894,CA,92.5,98,4,4.00022,0.21771,61.6
55899,CA,134.2,140,2,3.41422,0.06166,147.2
55906,CA,89.9,99,2,3.85224,0.14449,183.8
55910,CA,89.9,99,5,3.74292,0.12427,6.4
55914,CA,39.7,48,5,4.01627,0.14713,51.2
55916,CA,87.7,99,1,3.69199,0.04107,123.2
55917,CA,69.5,99,5,3.52072,0,36.8
55918,CA,89,99,2,3.67192,0.16234,116.8
55919,CA,86.9,95,4,3.99378,0.08763,65.6
55922,CA,102.3,112,5,3.70058,0.07233,46.4
55929,CA,90,96,3,2.55301,0.49747,72.8
55932,CA,176.5,201,2,3.50794,0.11085,148.8
55935,CA,42.7,46,5,5.82956,0,21.6
55952,CA,177.2,195,2,3.94954,0.05389,150.4
55954,CA,88.5,98,5,3.71165,0.13708,45.6
55955,CA,115.9,120,5,3.98929,0.07424,10.4
55956,CA,85.1,49,2,2.16665,0.14007,66.4
55957,CA,83.6,99,1,3.44047,0.06511,119.2
55959,CA,77.5,95,3,3.51473,0.06223,80
55960,CA,80.1,92,2,3.66702,0.17706,125.6
55962,CA,74.1,78,3,3.37425,0.10051,80
55963,CA,128.8,140,4,3.66107,0.06143,90.4
55964,CA,94.3,104,4,4.09224,0.19726,48.8
55968,CA,99.9,102,4,3.84485,0.19583,54.4
55975,CA,,60,3,,,63.2
55977,CA,90.5,97,2,3.06457,0.10517,148.8
55979,CA,164.3,71,5,,,43.2
55983,CA,80.1,97,5,4.53848,0.11285,46.4
55984,CA,210.6,250,4,3.87063,0.11186,62.4
55987,CA,128.1,144,5,3.59334,0.09782,68.8
55988,CA,104.7,121,5,3.47603,0.05342,44
55989,CA,94,99,3,3.54497,0.08566,73.6
55991,CA,60.5,138,5,6.74214,0,16.8
55992,CA,80.4,97,2,3.66314,0.0953,208.8
55995,CA,112,120,3,3.51073,0.14914,90.4
55996,CA,107.8,121,4,3.46107,0.10957,51.2
56007,CA,89,99,2,4.8979,0.0638,122.4
56008,CA,84.4,93,5,4.39337,0.12989,58.4
56010,CA,156,198,2,3.86675,0.10631,144
56014,CA,58.8,70,4,3.88534,0.42743,72
56017,CA,126.3,161,5,3.5259,0.1348,51.2
56019,CA,63.3,74,3,3.93414,0.11488,110.4
56021,CA,84.9,99,5,4.37793,0.04712,60.8
56023,CA,120.2,131,2,3.14401,0.06841,257.6
56024,CA,100.3,99,2,2.8148,0.19255,77.2
56026,CA,58.9,67,5,3.58385,0.06417,31.2
56031,CA,111.1,121,4,3.56153,0.05328,64.8
56035,CA,89.2,99,1,3.47972,0.07942,145.6
56037,CA,93.4,99,3,3.73904,0.14357,76
56039,CA,226.2,299,2,4.64145,0.05471,541.8
56040,CA,151.3,180,3,3.14056,0.07996,58.4
56042,CA,61.8,70,2,3.55346,0.08361,88.8
56043,CA,187.2,196,2,3.90109,0.09619,142
56048,CA,95.1,99,5,3.84241,0.1434,22.4
56052,CA,118,121,3,3.20789,0.12779,90.4
56053,CA,93.9,99,1,3.48556,0.13537,119.4
56055,CA,84.3,99,4,3.95863,0.08617,34.4
56058,CA,71.3,77,5,3.92154,0.25925,58.4
56062,CA,46.5,50,5,3.37736,0.15911,30.4
56063,CA,,99,3,,,112
56065,CA,132.2,149,3,3.0979,0.05572,73.6
56066,CA,123.4,157,2,3.87933,0.10684,153.6
56069,CA,174.9,201,2,3.70093,0.0355,166.4
56071,CA,43.1,50,4,4.67383,0,76
56072,CA,81.4,90,5,3.83801,0.09428,32.8
56073,CA,89.9,99,5,4.8644,0.14639,60.8
56074,CA,154,184,1,3.13922,0.13372,120.8
56076,CA,86.3,99,4,3.89257,0.13113,76.8
56077,CA,41.2,52,5,5.13966,0,43.2
56078,CA,103.6,99,2,3.80478,0.15558,171.2
56079,CA,311.5,342,1,3.65627,0.06416,375.2
56080,CA,125,130,2,2.40126,0.10426,217.6
56082,CA,168.6,199,2,3.58311,0.14534,146.4
56083,CA,57,74,3,3.65519,0.03362,92.8
56084,CA,,218,2,,,316.4
56086,CA,,99,3,,,64.8
56090,CA,,181,2,,,124
56092,CA,104.4,112,3,5.95286,0.131,79.2
56095,CA,73.5,99,5,3.9557,0.0876,39.2
56096,CA,72.5,94,5,4.47506,0.22213,16
56098,CA,82.9,98,5,3.94846,0.15797,67.2
56100,CA,90.4,99,5,3.49181,0.06918,8.8
56101,CA,100.1,112,5,4.50876,0.29294,26.4
56103,CA,,151,4,,,43.2
56104,CA,47.9,53,4,3.53493,0.31062,61.6
56105,CA,158.1,194,5,4.03456,0.20126,60
56107,CA,34.7,84,5,9.3487,0.15854,11.2
56109,CA,84.4,91,5,3.57916,0.1685,0
56110,CA,140.7,208,3,4.05168,0.13935,83.2
56111,CA,90.4,94,1,3.41576,0.17228,208.8
56113,CA,149.4,177,2,4.07807,0.06486,759.8
56114,CA,87.3,99,3,3.51628,0.08677,103.6
56115,CA,95.9,99,4,3.51503,0.07501,71.2
56116,CA,143.2,152,4,3.81305,0.14448,89.6
56117,CA,,126,1,,,194.4
